Khái niệm: Trao đổi chất,Quá trình cơ thể lấy các chất cần thiết và loại bỏ các chất thải ra ngoài môi trường.
Ví dụ về cảm ứng ở động vật: _____,Con mèo thu nhỏ đồng tử khi gặp ánh sáng mạnh.
"Trong sơ đồ phân loại, 'Quả bóng tăng kích thước khi thổi' có phải là 'Lớn lên' không?","Không, đó chỉ là sự thay đổi kích thước vật lí, không phải sinh trưởng sinh học."
Lĩnh vực nghiên cứu về sự hình thành và phát triển của các loài động vật là _____.,Sinh học
Sản xuất muối ăn từ nước biển bằng phương pháp phơi cát liên quan đến lĩnh vực _____.,Hóa học
Tại sao việc 'Sửa chữa xe máy điện' không phải là nghiên cứu khoa học?,"Vì đó là hoạt động kỹ thuật/dịch vụ dựa trên tri thức đã có, không phải khám phá quy luật mới."
Đặc trưng sống nào giúp sinh vật thay đổi vị trí trong không gian?,Vận động (di chuyển).
Tên gọi khác của vật không sống là vật _____.,vô sinh
Tên gọi khác của vật sống là vật _____.,hữu sinh
"Trong các vật sau, vật nào là vật hữu sinh: 'Than củi', 'Con ong', 'Hòn đá'?",Con ong.
Ví dụ về đối tượng nghiên cứu của Khoa học Trái Đất: _____,"Sóng thần (hoặc bão, lũ quét, cấu tạo địa chất)."
Cấp độ tổ chức nào là đơn vị cơ sở cấu tạo nên mọi vật sống?,Tế bào.
"Lĩnh vực nghiên cứu về các hiện tượng nhật thực, nguyệt thực là _____.",Thiên văn học
Vai trò của KHTN trong việc 'Sản xuất vaccine phòng COVID-19' là gì?,Chăm sóc sức khỏe con người.
Hoạt động 'Thả diều' có được coi là nghiên cứu khoa học tự nhiên không?,"Không, đó là hoạt động vui chơi giải trí."
Đặc điểm nào là duy nhất của vật sống: 'Di chuyển' hay 'Sinh sản'?,Sinh sản (vì vật không sống như robot có thể di chuyển nhưng không tự sinh sản).
Đối tượng: Kính thiên văn,Vật không sống (vật thể nhân tạo).
Đối tượng: Vi khuẩn $E. coli$,Vật sống (vật thể tự nhiên).
Sự khác nhau cơ bản giữa vật thể tự nhiên và vật thể nhân tạo là gì?,"Vật thể tự nhiên có sẵn trong tự nhiên, vật thể nhân tạo do con người tạo ra."
Nghiên cứu về các phản ứng hóa học trong dạ dày người thuộc lĩnh vực nào?,Sinh học và Hóa học.
Tại sao hòn đá không thể tự 'lớn lên' như cây xanh?,Vì nó không có quá trình trao đổi chất và chuyển hóa năng lượng để tạo ra vật chất mới cho cơ thể.
Dấu hiệu 'Loại bỏ các chất thải' thuộc đặc trưng sống nào?,Trao đổi chất.
Ví dụ về ứng dụng KHTN giúp nâng cao năng suất cây trồng: _____,Mô hình trồng rau thủy canh (hoặc lai tạo giống mới).
Lĩnh vực nghiên cứu về cấu tạo của các vì sao là _____.,Thiên văn học
"Vật chất, năng lượng và sự sống là các đối tượng nghiên cứu chính của _____.",Khoa học tự nhiên
Tại sao xe máy tiêu thụ xăng (lấy chất cần thiết) và thải khói (thải bỏ chất thải) nhưng không phải vật sống?,"Vì nó không có khả năng sinh trưởng, cảm ứng và sinh sản nòi giống."
Lĩnh vực nghiên cứu về lực hút của Trái Đất là _____.,Vật lí học
Đặc điểm sống: Sinh sản,Quá trình tạo ra thế hệ con mới để đảm bảo sự tồn tại của loài.
Nghiên cứu về sự lên xuống của thủy triều thuộc lĩnh vực _____.,Khoa học Trái Đất
Phân loại 'Tấm pin năng lượng mặt trời' theo nguồn gốc và biểu hiện sống:,Vật thể nhân tạo - Vật không sống.
Tri thức khoa học tự nhiên được hình thành thông qua hoạt động _____.,nghiên cứu khoa học
Đặc trưng sống nào đảm bảo cơ thể không bị đầu độc bởi các sản phẩm phụ của quá trình chuyển hóa?,Bài tiết (loại bỏ chất thải).
Ví dụ về lĩnh vực Khoa học Trái Đất: 'Cảnh báo lũ quét' hay 'Cắt ghép cành'?,Cảnh báo lũ quét.
Khái niệm: Hiện tượng tự nhiên,Các chuyển động và biến đổi không ngừng xảy ra trong thế giới tự nhiên.
Vì sao các nhà khoa học phải sử dụng kính hiển vi khi nghiên cứu vi khuẩn?,"Vì vi khuẩn có kích thước hiển vi, không thể quan sát bằng mắt thường."
Mô hình chăn nuôi bò sữa tiên tiến là ứng dụng thuộc lĩnh vực nào?,Sinh học.
Lĩnh vực nào nghiên cứu về sự biến đổi từ đường thành rượu trong quá trình lên men?,Hóa học (và Sinh học).
Nghiên cứu sự khác nhau giữa các nền văn hóa có được gọi là KHTN không?,"Không, đó thuộc lĩnh vực Khoa học xã hội."
Đặc điểm sống nào mô tả sự thay đổi từ hạt đậu thành cây hoàn chỉnh?,Sinh trưởng và phát triển.
Vật nào sau đây có khả năng tự dưỡng (tổng hợp chất hữu cơ): 'Con mèo' hay 'Cây cam'?,Cây cam.
Sự xuất hiện của sấm sét trong cơn mưa là hiện tượng thuộc lĩnh vực _____.,Vật lí học
