Nguyên tắc nào được coi là bản chất cốt lõi của quá trình thiết kế kĩ thuật?,Nguyên tắc giải pháp tối ưu.
Phương pháp điều tra bằng bảng hỏi thường được thực hiện như thế nào?,Thu thập thông tin cùng lúc từ nhiều người theo một mẫu in sẵn.
Bước 'Kiểm chứng giải pháp' có mục đích gì đối với nguyên mẫu?,Thử nghiệm để đánh giá mức độ đáp ứng các yêu cầu và tiêu chí đặt ra.
Tại sao yếu tố tài chính lại có ảnh hưởng quyết định đến thiết kế kĩ thuật?,Vì nó ảnh hưởng trực tiếp đến việc lựa chọn vật liệu và công nghệ sử dụng.
"Để thực hiện nguyên tắc tiết kiệm tài nguyên, kĩ sư cần tính toán điều gì khi sử dụng vật liệu?",Sử dụng ít vật liệu nhất mà vẫn đảm bảo độ bền và tuổi thọ yêu cầu.
Kể tên các thành phần của nguyên tắc $6R$ trong thiết kế bền vững.,"Recycle, Reduce, Rethink, Reuse, Repair, Refuse."
Nguyên tắc thiết kế lặp đi lặp lại có ý nghĩa gì?,Là việc thực hiện các bước thiết kế nhiều lần để cải tiến và tìm ra giải pháp tốt nhất.
Tại sao thiết kế kĩ thuật cần hướng đến sử dụng năng lượng tái tạo?,Để bảo vệ môi trường và đảm bảo sự phát triển bền vững.
"Khi thiết kế sản phẩm cho con người, yếu tố nào giúp xác định kích thước tay cầm hoặc chiều cao ghế?",Yếu tố nhân trắc học.
Mối quan hệ giữa tính thẩm mỹ và tính năng trong thiết kế là gì?,Sản phẩm cần có sự cân đối giữa vẻ đẹp bên ngoài và hiệu quả sử dụng.
Phần mềm nào thường được dùng để mô phỏng thiết kế $3D$ và kiểm tra tính khả thi?,SolidWorks (hoặc các phần mềm CAD 3D tương đương).
Tại sao việc phân tích các giải pháp cũ lại quan trọng trong thiết kế?,Giúp nhận ra các điểm yếu cần khắc phục và tránh lặp lại sai lầm.
Nguyên tắc đơn giản hóa trong thiết kế giúp ích gì cho người dùng?,"Giúp sản phẩm dễ sử dụng, dễ bảo trì và giảm chi phí sản xuất."
"Trong phương pháp SCAMPER, chữ 'A' có nghĩa là gì?",Adapt (Thích nghi).
Tại sao thiết kế cần phù hợp với văn hóa của người dùng?,Để đảm bảo sản phẩm được chấp nhận và sử dụng hiệu quả trong cộng đồng đó.
Yếu tố nào trong thiết kế giúp giảm thiểu rác thải nhựa?,Sử dụng vật liệu thân thiện với môi trường hoặc có thể tái chế.
Điều gì xảy ra nếu thiết kế không tuân thủ nguyên tắc an toàn?,Gây nguy hiểm cho người sử dụng và có thể dẫn đến lỗi hỏng sản phẩm.
Sơ đồ tư duy hỗ trợ quá trình thiết kế như thế nào?,Giúp kết nối các ý tưởng và xây dựng cái nhìn tổng quát về vấn đề.
Thiết kế hướng đến người sử dụng cần quan tâm đến những đối tượng nào?,"Mọi đối tượng tiềm năng, bao gồm cả trẻ em, người già và người khuyết tật."
Việc sử dụng năng lượng mặt trời trong sản xuất thuộc nguyên tắc nào?,Nguyên tắc tiết kiệm tài nguyên và bảo vệ môi trường.
"Trong kỹ thuật $5W1H$, chữ 'H' đại diện cho câu hỏi nào?",How (Làm thế nào).
"Thành phần nào sau đây là dụng cụ gia công: Cưa tay, Máy khoan hay Tấm mica?",Cưa tay và Máy khoan (Tấm mica là vật liệu).
Tại sao màu sắc lại quan trọng trong thiết kế bảng điều khiển máy móc?,Để phân biệt các chức năng và cảnh báo an toàn nhanh chóng.
"Khi một sản phẩm bước vào giai đoạn 'Suy giảm', kĩ sư cần làm gì?",Nghiên cứu cải tiến hoặc thiết kế sản phẩm mới thay thế.
Đúng hay Sai: Thiết kế kĩ thuật chỉ quan tâm đến lợi nhuận kinh tế.,Sai (Cần quan tâm cả môi trường và nhân văn).
Đúng hay Sai: Bản vẽ cơ khí có thể được lập bằng phần mềm AutoCAD.,Đúng.
Đúng hay Sai: Nguyên tắc tối thiểu tài chính cho phép dùng vật liệu kém chất lượng.,Sai (Mục tiêu là sản phẩm chất lượng với chi phí thấp nhất).
Đúng hay Sai: Mặt đứng của bản vẽ xây dựng là một hình cắt.,Sai (Là hình chiếu vuông góc).
Đúng hay Sai: Phương pháp động não yêu cầu mọi ý tưởng phải được đánh giá ngay lập tức.,Sai (Không hạn chế ý tưởng và không đánh giá ngay để khuyến khích sáng tạo).
Thế nào là nguyên tắc 'Giải pháp tối ưu'?,"Lựa chọn giải pháp tốt nhất trong các ràng buộc về tài chính, công nghệ và thời gian."
Việc sử dụng nhựa sinh học thay cho nhựa hóa thạch thể hiện nguyên tắc nào?,Nguyên tắc phát triển bền vững.
Kỹ thuật đặt câu hỏi giúp gì cho người thiết kế?,Thu thập thông tin chính xác và nghiên cứu sâu vấn đề cần giải quyết.
Mục đích của việc xây dựng nguyên mẫu (prototype) là gì?,Để kiểm chứng giải pháp thiết kế trên thực tế trước khi sản xuất hàng loạt.
Mối liên hệ giữa nhân trắc học và an toàn lao động là gì?,Sản phẩm phù hợp với cơ thể giúp giảm mệt mỏi và tránh các chấn thương do tư thế sai.
Đặc điểm của phương pháp điều tra qua internet là gì?,Tiếp cận được số lượng lớn người dùng trong thời gian ngắn với chi phí thấp.
"Khi thiết kế một chiếc bàn học, yếu tố nào quyết định chiều cao bàn?",Kích thước (nhân trắc) của đối tượng học sinh sử dụng.
Phần mềm Tinkercad phù hợp cho đối tượng nào?,Người mới bắt đầu hoặc học sinh tìm hiểu về thiết kế $3D$.
Tại sao bản vẽ kĩ thuật được gọi là 'ngôn ngữ của kĩ thuật'?,"Vì nó truyền tải chính xác mọi thông tin về hình dáng, kích thước và yêu cầu kĩ thuật của sản phẩm."
  "Mặt trước (Câu hỏi)","Mặt sau (Đáp án)"
"Ren có vai trò gì trong thiết kế kỹ thuật? [cite: 12]","Tạo mối ghép chắc chắn và truyền động. [cite: 17]"
"Ren ngoài còn gọi là gì? [cite: 15]","ren trục. [cite: 20]"
"Ren trong là ren: [cite: 21]","Được hình thành ở mặt trong của chi tiết. [cite: 24]"
"Bản vẽ chi tiết không bao gồm thành phần nào? [cite: 27]","Lí do thực hiện. [cite: 31]"
"Độ nhám bề mặt là gì? [cite: 29]","Là một trị số nói lên độ nhấp nhô của bề mặt chi tiết. [cite: 34]"
"Dung sai kích thước là gì? [cite: 37]","Là hiệu giữa kích thước giới hạn lớn nhất và kích thước giới hạn nhỏ nhất. [cite: 41]"
"Mặt bằng của ngôi nhà là gì? [cite: 42]","Là hình cắt bằng với các mặt phẳng cắt tưởng tượng nằm ngang đi qua cửa sổ. [cite: 44]"
"Mặt đứng của ngôi nhà là gì? [cite: 48]","Là hình chiếu vuông góc của ngôi nhà lên mặt phẳng thẳng đứng để thể hiện hình dáng kiến trúc bên ngoài ngôi nhà. [cite: 49]"
"Bước 4 của quy trình lập bản vẽ bằng máy tính là: [cite: 61]","Phân tích bản vẽ và tiến hành vẽ. [cite: 65]"
"Trong giao diện của phần mềm AutoCAD, thực đơn nằm ở đâu? [cite: 67]","Hàng chữ năm trên cùng. [cite: 68]"
"Điều nào sau đây không đúng khi nói về Lập bản vẽ bằng máy tính? [cite: 70]","Không thể xuất bản vẽ. [cite: 75]"
"Hoạt động thiết kế kĩ thuật thường gắn liền với? [cite: 82]","phát triển sản phẩm. [cite: 85]"
"Bước đầu tiên của thiết kế kĩ thuật là gì? [cite: 94]","Xác định vấn đề. [cite: 95]"
"Giai đoạn đầu tiên của vòng đời sản phẩm là gì? [cite: 115]","Giới thiêu. [cite: 116]"
"Phát triển bền vững là gì? [cite: 128]","Sự phát triển có thể đáp ứng được những nhu cầu hiện tại mà không ảnh hưởng, tổn hại đến những khả năng đáp ứng nhu cầu của các thế hệ tương lai. [cite: 132]"
"Yếu tố nào giúp sản phẩm thiết kế phù hợp với kích thước và tư thế người sử dụng? [cite: 135]","Yếu tố nhân trắc. [cite: 137]"
"Trong các giải pháp đáp ứng được yêu cầu, cần hướng tới giải pháp nào? [cite: 140]","Đơn giản nhất. [cite: 141]"
"Nguyên tắc tối thiểu tài chính thể hiện ở điều gì? [cite: 143]","Mục tiêu thiết kế sản phẩm chất lượng với chi phí tối thiểu. [cite: 147]"
"Đâu là nguồn tài nguyên gần như vô tận? [cite: 157]","Năng lượng gió. [cite: 156]"
"Việc thiết kế dễ tháo rời, các khớp và mối lắp ráp dễ tháo bằng tay hoặc các dụng cụ đơn giản là biểu hiện của yếu tố nào? [cite: 160, 161]","Sử dụng. [cite: 172]"
"Phương pháp động não được sử dụng để làm gì? [cite: 171]","Huy động những ý tưởng mới mẻ, sáng tạo hoặc phân tích để giải quyết những vấn đề trong quá trình thiết kế kĩ thuật. [cite: 179]"
"Phương pháp sơ đồ tư duy không được sử dụng trong giai đoạn nào của quá trình thiết kế? [cite: 183]","Hoàn thiện sản phẩm. [cite: 187]"
"Kĩ thuật đặt câu hỏi phổ biến nhất là: [cite: 191]","5W1H. [cite: 193]"
"Phân tích vòng đời sản phẩm giúp ích gì trong thiết kế kỹ thuật? [cite: 222]","Đánh giá mức tiêu hao tài nguyên và tác động môi trường. [cite: 224]"
"Nguyên tắc nào được coi là bản chất của thiết kế kĩ thuật? [cite: 241]","Nguyên tắc giải pháp tối ưu. [cite: 243]"
"Phương pháp điều tra bằng bảng hỏi là gì? [cite: 249]","Một phương pháp thu thập thông tin, được thực hiện cùng một lúc với nhiều người theo một bảng hỏi in sẵn. [cite: 252]"
"Chữ S trong phương pháp SCAMPER là gì? [cite: 333]","Substitute. [cite: 341]"
"Đúng hay Sai: Giải pháp thiết kế cần phải đáp ứng đầy đủ nhu cầu của cả người sử dụng và các bên liên quan. [cite: 348]","Đúng"
"Đúng hay Sai: Thiết kế kỹ thuật không cần quan tâm đến yếu tố nhân trắc. [cite: 356]","Sai"
"Đúng hay Sai: Năng lượng hóa thạch là nguồn duy nhất được khuyến khích sử dụng. [cite: 361]","Sai"
"Đúng hay Sai: Phát triển bền vững là một phần quan trọng trong thiết kế sản phẩm hiện đại. [cite: 374]","Đúng"
"Đúng hay Sai: Thiết kế kỹ thuật cần phù hợp với thói quen và nhu cầu của người dùng. [cite: 382]","Đúng"
